,Date,Adjusted Close
0,1980-12-12,0.1004534661769867
1,1980-12-15,0.0952127203345298
2,1980-12-16,0.088224321603775
3,1980-12-17,0.0904079601168632
4,1980-12-18,0.0930290892720222
5,1980-12-19,0.0987065285444259
6,1980-12-22,0.103510558605194
7,1980-12-23,0.1078786179423332
8,1980-12-24,0.1135560274124145
9,1980-12-26,0.1240382716059684
10,1980-12-29,0.1257852464914322
11,1980-12-30,0.1227280870079994
12,1980-12-31,0.1192342936992645
13,1981-01-02,0.1205444559454917
14,1981-01-05,0.117924116551876
15,1981-01-06,0.1126826032996177
16,1981-01-07,0.1078786179423332
17,1981-01-08,0.105694942176342
18,1981-01-09,0.1113724336028099
19,1981-01-12,0.1104990094900131
20,1981-01-13,0.1065684109926223
21,1981-01-14,0.1070051491260528
22,1981-01-15,0.1091888174414634
23,1981-01-16,0.1083153113722801
24,1981-01-19,0.1148662120103836
25,1981-01-20,0.1113724336028099
26,1981-01-21,0.1135560274124145
27,1981-01-22,0.1148662120103836
28,1981-01-23,0.1144294664263725
29,1981-01-26,0.1126826032996177
30,1981-01-27,0.1118091866374015
31,1981-01-28,0.1083153113722801
32,1981-01-29,0.1043847948312759
33,1981-01-30,0.0987065285444259
34,1981-02-02,0.0930290892720222
35,1981-02-03,0.0965229198336601
36,1981-02-04,0.1000167280435562
37,1981-02-05,0.1000167280435562
38,1981-02-06,0.1004534661769867
39,1981-02-09,0.0952127203345298
40,1981-02-10,0.0952127203345298
41,1981-02-11,0.0921556279063224
42,1981-02-12,0.091281421482563
43,1981-02-13,0.0890977755188942
44,1981-02-17,0.091281421482563
45,1981-02-18,0.0952127203345298
46,1981-02-19,0.0895344987511634
47,1981-02-20,0.0847305133938789
48,1981-02-23,0.0860406532883644
49,1981-02-24,0.0829836353659629
50,1981-02-25,0.088224321603775
51,1981-02-26,0.0895344987511634
52,1981-02-27,0.0925923734903335
53,1981-03-02,0.0930290892720222
54,1981-03-03,0.0917189121246337
55,1981-03-04,0.0908446907997131
56,1981-03-05,0.0904079601168632
57,1981-03-06,0.0895344987511634
58,1981-03-09,0.0825468674302101
59,1981-03-10,0.078615553677082
60,1981-03-11,0.0755584463477134
61,1981-03-12,0.078615553677082
62,1981-03-13,0.0777420848608017
63,1981-03-16,0.0807999670505523
64,1981-03-17,0.0847305133938789
65,1981-03-18,0.0899712368845939
66,1981-03-19,0.0890977755188942
67,1981-03-20,0.0899712368845939
